gene,spearman_rho,wald_p,wald_q,log2fc_max_min,is_progression_coupled,lineage
HOXA10-AS,,1.0,1.0,0.0,False,LSEC
HOXA11-AS,,1.0,1.0,0.0,False,LSEC
HOXB-AS1,0.04688892129100342,0.1532883332354813,1.0,3.3365855,False,LSEC
HOXB-AS2,-0.0097639420211341,0.766308867970451,1.0,13.882696,False,LSEC
HOXB-AS3,-0.021238720550168184,0.5179251860008075,1.0,14.6090145,False,LSEC
HOXC-AS2,,1.0,1.0,0.0,False,LSEC
HOXD-AS2,,1.0,1.0,0.0,False,LSEC
HULC,-0.005579920112599056,0.8651316242716994,1.0,14.845436,False,LSEC
HYI-AS1,-0.029254930686432864,0.3731084822259006,1.0,13.591297,False,LSEC
IDH1-AS1,-0.05485836315174567,0.09470927197441,1.0,13.8424835,False,LSEC
IDI2-AS1,-0.000492226864870445,0.9880460373053798,1.0,14.749855,False,LSEC
IFNG-AS1,,1.0,1.0,0.0,False,LSEC
IGBP1-AS1,-0.050920716173874774,0.12091255227914005,1.0,14.229844,False,LSEC
IGBP1-AS2,,1.0,1.0,0.0,False,LSEC
IGFBP7-AS1,0.043331570974883826,0.1869798597433067,1.0,13.500692,False,LSEC
IL12A-AS1,,1.0,1.0,0.0,False,LSEC
IL20RB-AS1,,1.0,1.0,0.0,False,LSEC
IL21-AS1,,1.0,1.0,0.0,False,LSEC
IL21R-AS1,0.007189850341540717,0.8267662462826516,1.0,13.765072,False,LSEC
INHBA-AS1,0.024526001157648605,0.45527719370179087,1.0,14.11182,False,LSEC
INTS6-AS1,0.02015742247765262,0.5394642577746801,1.0,3.153231,False,LSEC
IPO9-AS1,0.06284494114139115,0.055518461952976175,1.0,14.410172,False,LSEC
IQCH-AS1,-0.02814628469861815,0.39150045109987,1.0,16.04339,False,LSEC
ISM1-AS1,,1.0,1.0,0.0,False,LSEC
ITCH-AS1,0.06490148694909159,0.047975331427952184,1.0,14.60754,False,LSEC
ITGB2-AS1,-0.0010722481549897609,0.9739635876998559,1.0,14.139509,False,LSEC
ITIH4-AS1,,1.0,1.0,0.0,False,LSEC
ITPK1-AS1,-0.04284194870398118,0.1920147235523269,1.0,14.200237,False,LSEC
ITPKB-AS1,0.029870793315948985,0.36312634671489724,1.0,14.829923,False,LSEC
JARID2-AS1,0.0001685303854478258,0.995907024760824,1.0,14.689492,False,LSEC
JAZF1-AS1,,1.0,1.0,0.0,False,LSEC
JMJD1C-AS1,0.011326513877371052,0.7302652190502348,1.0,14.550661,False,LSEC
JPX,0.009773485752346496,0.7660870930909335,1.0,1.1122347,False,LSEC
KANSL1-AS1,-0.032862435177429976,0.3170432923703338,1.0,2.7170308,False,LSEC
KBTBD11-OT1,0.04791528696428016,0.1444809033532517,1.0,15.151954,False,LSEC
KCNIP2-AS1,0.026546373142086695,0.41899084505025874,1.0,13.91173,False,LSEC
KCNJ2-AS1,0.003098707662600139,0.9248548595137009,1.0,14.497454,False,LSEC
KCNQ1-AS1,,1.0,1.0,0.0,False,LSEC
KCNQ1OT1,0.06083604009055805,0.0638146489962381,1.0,1.2737502,False,LSEC
KCNQ5-AS1,,1.0,1.0,0.0,False,LSEC
KCTD21-AS1,0.028381502997946343,0.38755304290930703,1.0,14.8274975,False,LSEC
KDM4A-AS1,0.009490421102111032,0.7726729387469801,1.0,15.194001,False,LSEC
KIAA0087,,1.0,1.0,0.0,False,LSEC
KIF25-AS1,,1.0,1.0,0.0,False,LSEC
KIF9-AS1,-0.034097468948456604,0.2991878953404752,1.0,14.629784,False,LSEC
KLHL6-AS1,0.03152852668809654,0.337096189554074,1.0,14.753498,False,LSEC
KMT2E-AS1,0.02138309681500123,0.5150832414475769,1.0,1.7697875,False,LSEC
KRTAP5-AS1,,1.0,1.0,0.0,False,LSEC
KTN1-AS1,0.05636133834085805,0.08599424921852694,1.0,14.386759,False,LSEC
LAMTOR5-AS1,-0.056761603626852494,0.08378578293328207,1.0,13.898307,False,LSEC
LATS2-AS1,0.026958644818812293,0.4118006914461295,1.0,15.454018,False,LSEC
LBX2-AS1,-0.021507610323007856,0.5126387913808651,1.0,16.197147,False,LSEC
LDLRAD4-AS1,0.05581693888290119,0.08907308351336302,1.0,13.424568,False,LSEC
LEMD1-AS1,-0.07204867794386248,0.028098710251998827,1.0,15.584664,False,LSEC
LENG8-AS1,0.013745987762362747,0.6756352912587373,1.0,16.048649,False,LSEC
LGALS8-AS1,0.025460358086937387,0.43828065590225784,1.0,12.92005,False,LSEC
LIFR-AS1,0.036572743510073086,0.2654548105331423,1.0,2.0604827,False,LSEC
LIMD1-AS1,0.02630460965413169,0.4232413592830666,1.0,14.736887,False,LSEC
LINC-PINT,-0.0784153026703297,0.016824387278796236,0.980307525871141,1.2691796,False,LSEC
LINC-ROR,,1.0,1.0,0.0,False,LSEC
LINC00092,0.04389091418469991,0.18134795426981104,1.0,2.233233,False,LSEC
LINC00102,,1.0,1.0,0.0,False,LSEC
LINC00106,0.012941608768392041,0.6936259289255751,1.0,13.504978,False,LSEC
LINC00114,,1.0,1.0,0.0,False,LSEC
LINC00115,0.003295300132346915,0.9201028635473463,1.0,15.50386,False,LSEC
LINC00158,,1.0,1.0,0.0,False,LSEC
LINC00159,,1.0,1.0,0.0,False,LSEC
LINC00161,,1.0,1.0,0.0,False,LSEC
LINC00174,0.037715307456467506,0.2508015560392709,1.0,15.277529,False,LSEC
LINC00184,,1.0,1.0,0.0,False,LSEC
LINC00200,,1.0,1.0,0.0,False,LSEC
LINC00205,-0.011072601815238212,0.7360842352160278,1.0,3.0989943,False,LSEC
LINC00221,,1.0,1.0,0.0,False,LSEC
LINC00222,0.027191602526176063,0.40777035016315677,1.0,15.227861,False,LSEC
LINC00226,,1.0,1.0,0.0,False,LSEC
LINC00237,,1.0,1.0,0.0,False,LSEC
LINC00240,0.024781489160415768,0.45059325883483864,1.0,13.504635,False,LSEC
LINC00242,,1.0,1.0,0.0,False,LSEC
LINC00261,0.004233019438572859,0.897478564407942,1.0,14.358917,False,LSEC
LINC00265,0.007638735798245333,0.8161382071502677,1.0,13.694424,False,LSEC
LINC00276,-0.019829701971557,0.5460796632927927,1.0,13.833562,False,LSEC
LINC00278,-0.012730179043468693,0.6983840069886892,1.0,14.320098,False,LSEC
LINC00298,,1.0,1.0,0.0,False,LSEC
LINC00299,-0.023012246732424177,0.48358374793100456,1.0,13.957405,False,LSEC
LINC00304,,1.0,1.0,0.0,False,LSEC
LINC00305,0.02692922489964531,0.4123113504395603,1.0,13.002792,False,LSEC
LINC00309,,1.0,1.0,0.0,False,LSEC
LINC00310,,1.0,1.0,0.0,False,LSEC
LINC00311,0.07507261330664905,0.022118608109337454,0.980307525871141,14.791305,False,LSEC
LINC00313,0.03932665726272421,0.23110926092586864,1.0,15.59042,False,LSEC
LINC00315,0.03843534826585741,0.2418619790889892,1.0,13.067205,False,LSEC
LINC00319,,1.0,1.0,0.0,False,LSEC
LINC00322,,1.0,1.0,0.0,False,LSEC
LINC00323,0.02435870797740644,0.45835899567028926,1.0,13.316828,False,LSEC
LINC00324,0.009109462432785747,0.7815621947110453,1.0,16.896385,False,LSEC
LINC00327,,1.0,1.0,0.0,False,LSEC
LINC00330,,1.0,1.0,0.0,False,LSEC
LINC00332,,1.0,1.0,0.0,False,LSEC
LINC00333,,1.0,1.0,0.0,False,LSEC
LINC00334,,1.0,1.0,0.0,False,LSEC
LINC00336,,1.0,1.0,0.0,False,LSEC
LINC00339,0.06189196063718599,0.05933481356562393,1.0,16.537436,False,LSEC
LINC00342,0.07547934326395617,0.021405312843180226,0.980307525871141,3.110509,False,LSEC
LINC00355,,1.0,1.0,0.0,False,LSEC
LINC00359,,1.0,1.0,0.0,False,LSEC
LINC00379,,1.0,1.0,0.0,False,LSEC
LINC00381,,1.0,1.0,0.0,False,LSEC
LINC00384,,1.0,1.0,0.0,False,LSEC
LINC00393,,1.0,1.0,0.0,False,LSEC
LINC00398,,1.0,1.0,0.0,False,LSEC
LINC00399,,1.0,1.0,0.0,False,LSEC
LINC00402,,1.0,1.0,0.0,False,LSEC
LINC00407,0.028395618824747476,0.3873169256493654,1.0,14.13841,False,LSEC
LINC00412,,1.0,1.0,0.0,False,LSEC
LINC00426,,1.0,1.0,0.0,False,LSEC
LINC00427,0.007833956334442274,0.8115264589172182,1.0,13.921177,False,LSEC
LINC00449,,1.0,1.0,0.0,False,LSEC
LINC00461,,1.0,1.0,0.0,False,LSEC
LINC00462,,1.0,1.0,0.0,False,LSEC
LINC00469,,1.0,1.0,0.0,False,LSEC
LINC00470,,1.0,1.0,0.0,False,LSEC
LINC00472,0.02950754766950236,0.36899361933504066,1.0,2.1268675,False,LSEC
LINC00479,,1.0,1.0,0.0,False,LSEC
LINC00482,-0.0032248167877270183,0.9218062550111166,1.0,13.8211,False,LSEC
LINC00484,,1.0,1.0,0.0,False,LSEC
LINC00485,,1.0,1.0,0.0,False,LSEC
LINC00486,,1.0,1.0,0.0,False,LSEC
LINC00487,-0.03307558431355824,0.3139128880198283,1.0,13.840877,False,LSEC
LINC00491,0.0006120278386283026,0.9851369170020209,1.0,14.101553,False,LSEC
LINC00494,,1.0,1.0,0.0,False,LSEC
LINC00500,,1.0,1.0,0.0,False,LSEC
LINC00501,0.031947853176397395,0.33070645393954345,1.0,13.929936,False,LSEC
LINC00504,0.00836577885007256,0.7989965887048613,1.0,14.717236,False,LSEC
LINC00507,,1.0,1.0,0.0,False,LSEC
LINC00511,0.005134149581896286,0.8758149522049421,1.0,14.055796,False,LSEC
LINC00525,,1.0,1.0,0.0,False,LSEC
LINC00526,-0.051297971029353254,0.11817960054277285,1.0,15.348162,False,LSEC
LINC00528,0.02116396954680199,0.5193997817124387,1.0,15.713682,False,LSEC
LINC00534,,1.0,1.0,0.0,False,LSEC
LINC00543,,1.0,1.0,0.0,False,LSEC
LINC00544,,1.0,1.0,0.0,False,LSEC
LINC00545,,1.0,1.0,0.0,False,LSEC
LINC00551,-0.028153280576901914,0.3913826966087579,1.0,12.967787,False,LSEC
LINC00562,-0.03453914634315434,0.29296825416205374,1.0,15.4787855,False,LSEC
LINC00563,0.05153274401250307,0.11650340463900559,1.0,12.779457,False,LSEC
LINC00570,,1.0,1.0,0.0,False,LSEC
LINC00571,-0.014529343270052661,0.658290763979453,1.0,14.090008,False,LSEC
LINC00574,,1.0,1.0,0.0,False,LSEC
LINC00578,,1.0,1.0,0.0,False,LSEC
LINC00582,,1.0,1.0,0.0,False,LSEC
LINC00592,,1.0,1.0,0.0,False,LSEC
LINC00595,,1.0,1.0,0.0,False,LSEC
LINC00598,-0.012730179043468693,0.6983840069886892,1.0,13.483024,False,LSEC
LINC00601,,1.0,1.0,0.0,False,LSEC
LINC00604,,1.0,1.0,0.0,False,LSEC
LINC00607,,1.0,1.0,0.0,False,LSEC
LINC00608,,1.0,1.0,0.0,False,LSEC
LINC00621,,1.0,1.0,0.0,False,LSEC
LINC00623,0.05189996071568005,0.11391906669060686,1.0,13.871101,False,LSEC
LINC00629,,1.0,1.0,0.0,False,LSEC
LINC00630,0.005311957078977097,0.8715507996665778,1.0,16.790724,False,LSEC
LINC00632,0.004774116654926981,0.8844601119242287,1.0,14.033674,False,LSEC
LINC00636,,1.0,1.0,0.0,False,LSEC
LINC00638,0.012237515461675343,0.7095167925434905,1.0,13.781481,False,LSEC
LINC00639,0.05618415558607817,0.0869867356458762,1.0,13.468271,False,LSEC
LINC00640,-0.03402874782773362,0.3001634675417621,1.0,13.394859,False,LSEC
LINC00642,-0.014263794312918477,0.6641504103093306,1.0,14.240595,False,LSEC
LINC00648,,1.0,1.0,0.0,False,LSEC
LINC00649,0.04360387137213734,0.18422222158944768,1.0,14.4841,False,LSEC
LINC00654,-0.0050714555567944975,0.877319336125548,1.0,14.895075,False,LSEC
LINC00656,,1.0,1.0,0.0,False,LSEC
LINC00659,,1.0,1.0,0.0,False,LSEC
LINC00662,0.07634686099048624,0.019950438809152836,0.980307525871141,2.318837,False,LSEC
LINC00663,-0.032573549042304785,0.321318517973653,1.0,14.694548,False,LSEC
LINC00664,0.05398085536701629,0.100115626540119,1.0,14.238907,False,LSEC
LINC00665,0.033688430956597556,0.3050258174962198,1.0,3.322877,False,LSEC
LINC00667,-0.039905186452234995,0.22431398419817966,1.0,1.3784235,False,LSEC
LINC00671,0.032451303035307764,0.323138903101262,1.0,15.792786,False,LSEC
LINC00677,,1.0,1.0,0.0,False,LSEC
LINC00678,,1.0,1.0,0.0,False,LSEC
LINC00682,,1.0,1.0,0.0,False,LSEC
LINC00683,0.006609900657185667,0.8405442042180146,1.0,13.022437,False,LSEC
LINC00685,-0.007824743238802103,0.8117439570194107,1.0,1.4172508,False,LSEC
LINC00686,,1.0,1.0,0.0,False,LSEC
LINC00687,,1.0,1.0,0.0,False,LSEC
LINC00691,,1.0,1.0,0.0,False,LSEC
LINC00692,,1.0,1.0,0.0,False,LSEC
LINC00702,0.0291325251187072,0.37511250294209236,1.0,13.1504,False,LSEC
LINC00707,,1.0,1.0,0.0,False,LSEC
LINC00838,,1.0,1.0,0.0,False,LSEC
LINC00839,0.0615798023397254,0.06063119598414645,1.0,14.861341,False,LSEC
LINC00842,0.07716126192413342,0.01866384631672472,0.980307525871141,14.332394,False,LSEC
LINC00844,-0.011693359298470048,0.7218854442189868,1.0,14.367594,False,LSEC
LINC00847,0.029004569972840188,0.3772144654591376,1.0,17.159817,False,LSEC
LINC00852,-0.03510421567694561,0.2851382269771829,1.0,13.77779,False,LSEC
LINC00853,0.00420552394723852,0.8981408548132996,1.0,14.770062,False,LSEC
LINC00861,0.02991496198433152,0.36241691518732777,1.0,13.697653,False,LSEC
LINC00862,,1.0,1.0,0.0,False,LSEC
LINC00863,0.0020456126838706993,0.9503515019652705,1.0,16.437403,False,LSEC
LINC00865,0.008198884792830874,0.802923257657088,1.0,15.513172,False,LSEC
LINC00867,,1.0,1.0,0.0,False,LSEC
LINC00868,,1.0,1.0,0.0,False,LSEC
LINC00869,,1.0,1.0,0.0,False,LSEC
LINC00870,0.07620539454061288,0.02018163726659051,0.980307525871141,14.664987,False,LSEC
LINC00871,,1.0,1.0,0.0,False,LSEC
LINC00877,-0.02777627194586017,0.3977590556107168,1.0,14.3169155,False,LSEC
LINC00880,0.02937733625415852,0.37111109429352823,1.0,14.023771,False,LSEC
LINC00881,,1.0,1.0,0.0,False,LSEC
LINC00882,,1.0,1.0,0.0,False,LSEC
LINC00885,,1.0,1.0,0.0,False,LSEC
LINC00886,0.05189996071568005,0.11391906669060686,1.0,13.871101,False,LSEC
LINC00887,-0.0238690857065038,0.46744538550943,1.0,13.000137,False,LSEC
LINC00896,-0.002607894082443028,0.9367300364832422,1.0,13.666153,False,LSEC
LINC00900,,1.0,1.0,0.0,False,LSEC
LINC00907,0.03208671741240884,0.3286077873104167,1.0,15.46763,False,LSEC
LINC00910,0.047453349943453633,0.14839572934984274,1.0,2.62449,False,LSEC
LINC00920,0.0012573364681259726,0.9694712880970315,1.0,2.98781,False,LSEC
LINC00923,0.03855775383358306,0.2403648125636831,1.0,13.282211,False,LSEC
LINC00924,0.04041254486760297,0.21847304725447309,1.0,3.512782,False,LSEC
LINC00926,-0.00116851420174482,0.971626991556507,1.0,14.580984,False,LSEC
LINC00929,,1.0,1.0,0.0,False,LSEC
LINC00937,0.020419099269281954,0.5342109469975064,1.0,13.312558,False,LSEC
LINC00938,0.015115446486940676,0.6454320483857031,1.0,1.7003012,False,LSEC
LINC00939,,1.0,1.0,0.0,False,LSEC
LINC00940,,1.0,1.0,0.0,False,LSEC
LINC00941,0.017350848068527335,0.5973793119484618,1.0,13.71332,False,LSEC
LINC00943,,1.0,1.0,0.0,False,LSEC
LINC00944,,1.0,1.0,0.0,False,LSEC
LINC00951,,1.0,1.0,0.0,False,LSEC
LINC00954,-0.07127815302687404,0.02982843627524491,1.0,14.026766,False,LSEC
LINC00957,0.036083760680459744,0.2719023985572231,1.0,14.377974,False,LSEC
LINC00958,0.05557212774744987,0.09048620663574654,1.0,13.298092,False,LSEC
LINC00960,0.04661266070116062,0.1557272278388263,1.0,14.698957,False,LSEC
LINC00964,-0.0076126615012469855,0.8167546527073523,1.0,14.944118,False,LSEC
LINC00968,,1.0,1.0,0.0,False,LSEC
LINC00970,,1.0,1.0,0.0,False,LSEC
LINC00971,,1.0,1.0,0.0,False,LSEC
LINC00987,0.05655829740482098,0.0849017279723751,1.0,16.160229,False,LSEC
LINC00989,,1.0,1.0,0.0,False,LSEC
LINC00992,,1.0,1.0,0.0,False,LSEC
LINC00996,-0.045800161023653974,0.16307056009326482,1.0,13.8392725,False,LSEC
LINC01001,0.016011604497944757,0.6259749624688512,1.0,14.077297,False,LSEC
LINC01003,0.05108729300371459,0.11969979133887901,1.0,1.9796879,False,LSEC
LINC01004,0.01004153796003417,0.7598660409771142,1.0,14.7055025,False,LSEC
LINC01010,,1.0,1.0,0.0,False,LSEC
LINC01011,0.06691020406884274,0.041457100356159196,1.0,15.601648,False,LSEC
LINC01013,,1.0,1.0,0.0,False,LSEC
LINC01018,,1.0,1.0,0.0,False,LSEC
LINC01023,-0.027312445658817706,0.4056889521758932,1.0,15.274118,False,LSEC
LINC01030,,1.0,1.0,0.0,False,LSEC
LINC01031,0.0047304901739939195,0.8855086315842187,1.0,13.5779,False,LSEC
LINC01036,,1.0,1.0,0.0,False,LSEC
LINC01048,,1.0,1.0,0.0,False,LSEC
LINC01050,,1.0,1.0,0.0,False,LSEC
LINC01054,,1.0,1.0,0.0,False,LSEC
LINC01058,,1.0,1.0,0.0,False,LSEC
LINC01063,0.02566099754762935,0.43467898781142555,1.0,14.9585495,False,LSEC
LINC01068,,1.0,1.0,0.0,False,LSEC
LINC01072,,1.0,1.0,0.0,False,LSEC
LINC01085,,1.0,1.0,0.0,False,LSEC
LINC01087,-0.05532731661199855,0.09191728102877633,1.0,13.916584,False,LSEC
LINC01088,0.03945213517198807,0.22962316409822695,1.0,13.821703,False,LSEC
LINC01090,,1.0,1.0,0.0,False,LSEC
LINC01091,-0.00509907800649248,0.8766564626238219,1.0,13.926706,False,LSEC
LINC01093,,1.0,1.0,0.0,False,LSEC
LINC01094,0.03301602135707533,0.31478560561598223,1.0,14.89249,False,LSEC
LINC01095,,1.0,1.0,0.0,False,LSEC
LINC01099,-0.020865882509470503,0.5253015162337608,1.0,15.715002,False,LSEC
LINC01102,,1.0,1.0,0.0,False,LSEC
LINC01104,,1.0,1.0,0.0,False,LSEC
LINC01106,0.008182546828654493,0.8033079246719151,1.0,14.732222,False,LSEC
LINC01111,,1.0,1.0,0.0,False,LSEC
LINC01114,,1.0,1.0,0.0,False,LSEC
LINC01115,,1.0,1.0,0.0,False,LSEC
LINC01116,0.02672797907784865,0.41581453283572456,1.0,2.9381583,False,LSEC
LINC01117,,1.0,1.0,0.0,False,LSEC
LINC01118,-0.00972348498539703,0.7672492107216836,1.0,14.134766,False,LSEC
LINC01119,-0.024341525543168728,0.4586761830546766,1.0,14.803674,False,LSEC
LINC01122,-0.0015912723804335867,0.96136883375434,1.0,13.693014,False,LSEC
LINC01123,,1.0,1.0,0.0,False,LSEC
LINC01124,0.01750399618476945,0.5941473938352032,1.0,13.178658,False,LSEC
LINC01132,,1.0,1.0,0.0,False,LSEC
LINC01133,,1.0,1.0,0.0,False,LSEC
LINC01134,0.024591352399793952,0.45407649251989096,1.0,14.513945,False,LSEC
LINC01135,-0.022889841164698513,0.48591362095345986,1.0,13.320223,False,LSEC
LINC01138,,1.0,1.0,0.0,False,LSEC
LINC01140,,1.0,1.0,0.0,False,LSEC
LINC01149,,1.0,1.0,0.0,False,LSEC
LINC01150,,1.0,1.0,0.0,False,LSEC
LINC01151,-0.05030868833524647,0.1254509908545161,1.0,14.135675,False,LSEC
LINC01152,,1.0,1.0,0.0,False,LSEC
LINC01160,,1.0,1.0,0.0,False,LSEC
LINC01166,-0.007840356577005629,0.8113753737745075,1.0,15.546357,False,LSEC
LIPE-AS1,0.00993872638916114,0.7622503203448127,1.0,3.316975,False,LSEC
LL22NC03-63E9.3,-0.004284194870398118,0.8962460798706297,1.0,14.164299,False,LSEC
LMCD1-AS1,-0.026936688718280977,0.4121817610391812,1.0,14.344503,False,LSEC
LMLN-AS1,,1.0,1.0,0.0,False,LSEC
LOH12CR2,-0.0012434673095960043,0.969807876281377,1.0,15.525192,False,LSEC
LOXL1-AS1,0.05773834244923836,0.07858871827704003,1.0,14.248737,False,LSEC
LPP-AS1,,1.0,1.0,0.0,False,LSEC
LPP-AS2,0.01833546990665935,0.5767416366940286,1.0,15.115578,False,LSEC
LRP4-AS1,,1.0,1.0,0.0,False,LSEC
LUCAT1,0.009460533031188245,0.7733692855902952,1.0,14.4681225,False,LSEC
LY86-AS1,,1.0,1.0,0.0,False,LSEC
MAFG-AS1,,1.0,1.0,0.0,False,LSEC
MALAT1,0.0750466454816586,0.022164841640284757,0.980307525871141,0.053634882,False,LSEC
MAMDC2-AS1,0.015667912668884548,0.6334073527429284,1.0,14.119425,False,LSEC
MAP3K14-AS1,,1.0,1.0,0.0,False,LSEC
MAPKAPK5-AS1,-0.07473921866364876,0.022718598513815552,0.980307525871141,1.5618443,False,LSEC
MAST4-AS1,-0.061748809873558554,0.059926434357395454,1.0,14.784116,False,LSEC
MATN1-AS1,-0.037456103724052114,0.25407534085001227,1.0,13.739846,False,LSEC
MBNL1-AS1,-0.03856040244419818,0.2403324891100397,1.0,13.82065,False,LSEC
MCCC1-AS1,-0.0008568389740796236,0.9791928372545486,1.0,13.47094,False,LSEC
MCF2L-AS1,-0.008470994401518868,0.7965236851212932,1.0,15.514666,False,LSEC
MCM3AP-AS1,0.023674403495560874,0.4710858002199948,1.0,13.87311,False,LSEC
MDC1-AS1,,1.0,1.0,0.0,False,LSEC
MDS2,-0.008813200876247556,0.7884949495914444,1.0,13.326448,False,LSEC
MED4-AS1,,1.0,1.0,0.0,False,LSEC
MEF2C-AS1,-0.01144596870108264,0.7275329488295499,1.0,15.403397,False,LSEC
MEG3,-0.0629768230384832,0.055006771619352364,1.0,0.8435746,False,LSEC
MEG8,-0.02841798003806043,0.3869430660430291,1.0,16.945496,False,LSEC
MEG9,0.01727640497894894,0.5989531774429971,1.0,15.566574,False,LSEC
MEIS1-AS2,0.02718129818971025,0.4079481252155607,1.0,16.905083,False,LSEC
MIAT,0.06215974150637305,0.058241107301463424,1.0,2.5397282,False,LSEC
MID1IP1-AS1,,1.0,1.0,0.0,False,LSEC
MIMT1,0.03476318123408758,0.2898467855069059,1.0,13.835842,False,LSEC
MIR155HG,0.07940858127766748,0.015482175382194098,0.980307525871141,14.231363,False,LSEC
MIR181A1HG,-1.5319254329672082e-05,0.999627950765256,1.0,15.745303,False,LSEC
MIR181A2HG,0.05496009990882157,0.09409787266684709,1.0,13.492676,False,LSEC
MIR202HG,,1.0,1.0,0.0,False,LSEC
MIR210HG,0.012646688488205746,0.7002661799558437,1.0,15.539398,False,LSEC
MIR22HG,0.016282052946603214,0.6201529786427441,1.0,0.831126,False,LSEC
MIR4458HG,-0.020453563510391272,0.5335209843371447,1.0,1.8685269,False,LSEC
MIR4500HG,,1.0,1.0,0.0,False,LSEC
MIR497HG,0.018823671735591112,0.5666349188474917,1.0,14.6140785,False,LSEC
MIR503HG,0.027978157474693968,0.3943368190589267,1.0,0.88394415,False,LSEC
MIS18A-AS1,0.009073002968407918,0.7824144527406044,1.0,13.241831,False,LSEC
MKNK1-AS1,,1.0,1.0,0.0,False,LSEC
MNX1-AS1,,1.0,1.0,0.0,False,LSEC
MNX1-AS2,,1.0,1.0,0.0,False,LSEC
MORC2-AS1,-0.06007458096568655,0.06721537280481073,1.0,2.7189627,False,LSEC
MORF4L2-AS1,-0.012995486052084733,0.6924153750250973,1.0,14.764851,False,LSEC
MPRIP-AS1,0.043571685718718285,0.18454659638520163,1.0,3.4981651,False,LSEC
MRPL23-AS1,,1.0,1.0,0.0,False,LSEC
MTUS2-AS1,,1.0,1.0,0.0,False,LSEC
MYCBP2-AS1,,1.0,1.0,0.0,False,LSEC
MYLK-AS1,0.005583153841296504,0.8650542121897525,1.0,14.055235,False,LSEC
NAALADL2-AS2,,1.0,1.0,0.0,False,LSEC
NALCN-AS1,-0.005508250547654722,0.8668476490232441,1.0,13.362171,False,LSEC
NAPA-AS1,0.006897066359740935,0.8337155887733371,1.0,14.371283,False,LSEC
NAV2-AS2,,1.0,1.0,0.0,False,LSEC
NAV2-AS3,-0.021298568784264928,0.5167461340611534,1.0,13.541594,False,LSEC
NCAM1-AS1,,1.0,1.0,0.0,False,LSEC
NCBP2-AS1,-0.039169781672211364,0.23297679545972486,1.0,13.673256,False,LSEC
NDUFB2-AS1,0.0286694336829631,0.38275413240678086,1.0,14.552574,False,LSEC
NEAT1,0.0759957435636868,0.02052856158566742,0.980307525871141,0.20047915,False,LSEC
NEBL-AS1,,1.0,1.0,0.0,False,LSEC
NEXN-AS1,-0.009267644191032346,0.7778676622354485,1.0,14.501581,False,LSEC
NFE4,,1.0,1.0,0.0,False,LSEC
NFYC-AS1,-0.025105468669178836,0.4446930217798021,1.0,14.377172,False,LSEC
NIFK-AS1,0.03738945075827139,0.2549219563562579,1.0,1.5959928,False,LSEC
NNT-AS1,-0.00760109498743646,0.8170281431757664,1.0,3.5570974,False,LSEC
NOP14-AS1,0.012301651301090644,0.7080639348743268,1.0,13.743206,False,LSEC
NPHP3-AS1,,1.0,1.0,0.0,False,LSEC
NR2F2-AS1,0.0766884086407359,0.019401739312404735,0.980307525871141,1.1840508,False,LSEC
NUCB1-AS1,,1.0,1.0,0.0,False,LSEC
NUTM2A-AS1,0.013623195314697087,0.6783700300192909,1.0,1.3269987,False,LSEC
NXF5,,1.0,1.0,0.0,False,LSEC
ODF2-AS1,0.021665785487441913,0.5095422232823472,1.0,13.108387,False,LSEC
OGFR-AS1,,1.0,1.0,0.0,False,LSEC
OPA1-AS1,,1.0,1.0,0.0,False,LSEC
OR2A1-AS1,0.03810203936681687,0.24597191416280595,1.0,1.5327187,False,LSEC
OSBPL10-AS1,0.0034913642743105186,0.9153664733785735,1.0,2.759404,False,LSEC
OSGEPL1-AS1,-0.027771681721313782,0.39783707344016417,1.0,14.825507,False,LSEC
OSTN-AS1,,1.0,1.0,0.0,False,LSEC
OTX2-AS1,,1.0,1.0,0.0,False,LSEC
OVCH1-AS1,0.02561147728856045,0.4355663337606694,1.0,14.766781,False,LSEC
PAN3-AS1,0.03954307235064728,0.22855040057172066,1.0,15.963082,False,LSEC
PAPPA-AS1,,1.0,1.0,0.0,False,LSEC
PART1,-0.04076105405264495,0.21452457604996095,1.0,13.764215,False,LSEC
PAXBP1-AS1,0.033206791927400905,0.3119960427961318,1.0,14.671438,False,LSEC
PAXIP1-AS2,-0.035288690927597316,0.28261287545277947,1.0,1.7708173,False,LSEC
PCA3,0.00042534055086593546,0.9896703054077368,1.0,15.205427,False,LSEC
PCAT1,-0.06501805547862759,0.047574867878455045,1.0,2.646944,False,LSEC
PCAT6,-0.04745579217139659,0.14837482135886218,1.0,15.231626,False,LSEC
PCAT7,-0.004262221870339061,0.8967752366112048,1.0,14.479252,False,LSEC
PCBP1-AS1,0.09019275999253946,0.005942497713115393,0.641046940802323,2.2203202,False,LSEC
PCCA-AS1,,1.0,1.0,0.0,False,LSEC
PCDH9-AS1,,1.0,1.0,0.0,False,LSEC
PCOLCE-AS1,,1.0,1.0,0.0,False,LSEC
PDCD4-AS1,-0.0005631702644316475,0.9863233010903214,1.0,15.737089,False,LSEC
PEX5L-AS1,,1.0,1.0,0.0,False,LSEC
PGM5-AS1,0.04403930541547593,0.17987515077659755,1.0,14.7428665,False,LSEC
PHKA2-AS1,-0.021665785487441913,0.5095422232823472,1.0,14.06594,False,LSEC
